원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,,,,
KR0005,흥국화재,650,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,4159,,,,
KR0005,흥국화재,650,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.4Q,2166,,,,
KR0005,흥국화재,650,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.3Q,2166,,,,
KR0005,흥국화재,650,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.3Q,2166,,,,
KR0005,흥국화재,650,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.2Q,2166,,,,
KR0005,흥국화재,650,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,2166,,,,
KR0005,흥국화재,650,손해보험,7,3. 이익잉여금,2025.1Q,6862,,,,
KR0005,흥국화재,650,손해보험,7,3. 이익잉여금,2024.4Q,5685,,,,
KR0005,흥국화재,650,손해보험,7,3. 이익잉여금,2024.3Q,6641,,,,
KR0005,흥국화재,650,손해보험,7,3. 이익잉여금,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,7,3. 이익잉여금,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,7,3. 이익잉여금,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,7,3. 이익잉여금,2023.3Q,3656,,,,
KR0005,흥국화재,650,손해보험,7,3. 이익잉여금,2023.2Q,3569,,,,
KR0005,흥국화재,650,손해보험,7,3. 이익잉여금,2023.1Q,2944,,,,
KR0005,흥국화재,650,손해보험,9,5. 기타포괄손익누계액,2025.1Q,-5286,,,,
KR0005,흥국화재,650,손해보험,9,5. 기타포괄손익누계액,2024.4Q,-3336,,,,
KR0005,흥국화재,650,손해보험,9,5. 기타포괄손익누계액,2024.3Q,-2702,,,,
KR0005,흥국화재,650,손해보험,9,5. 기타포괄손익누계액,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,9,5. 기타포괄손익누계액,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,9,5. 기타포괄손익누계액,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,9,5. 기타포괄손익누계액,2023.3Q,5176,,,,
KR0005,흥국화재,650,손해보험,9,5. 기타포괄손익누계액,2023.2Q,5690,,,,
KR0005,흥국화재,650,손해보험,9,5. 기타포괄손익누계액,2023.1Q,6059,,,,
KR0005,흥국화재,650,손해보험,11,7. 조정준비금,2025.1Q,19259,,,,
KR0005,흥국화재,650,손해보험,11,7. 조정준비금,2024.4Q,17042,,,,
KR0005,흥국화재,650,손해보험,11,7. 조정준비금,2024.3Q,17496,,,,
KR0005,흥국화재,650,손해보험,11,7. 조정준비금,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,11,7. 조정준비금,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,11,7. 조정준비금,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,11,7. 조정준비금,2023.3Q,16946,,,,
KR0005,흥국화재,650,손해보험,11,7. 조정준비금,2023.2Q,10586,,,,
KR0005,흥국화재,650,손해보험,11,7. 조정준비금,2023.1Q,11314,,,,
KR0005,흥국화재,650,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,18008,,,,
KR0005,흥국화재,650,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.4Q,18112,,,,
KR0005,흥국화재,650,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.3Q,18459,,,,
KR0005,흥국화재,650,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.3Q,20751,,,,
KR0005,흥국화재,650,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.2Q,20751,,,,
KR0005,흥국화재,650,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,21303,,,,
KR0005,흥국화재,650,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,23365,,,,
KR0005,흥국화재,650,손해보험,15,Ⅰ. 기본요구자본,2024.4Q,23493,,,,
KR0005,흥국화재,650,손해보험,15,Ⅰ. 기본요구자본,2024.3Q,23952,,,,
KR0005,흥국화재,650,손해보험,15,Ⅰ. 기본요구자본,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,15,Ⅰ. 기본요구자본,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,15,Ⅰ. 기본요구자본,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,15,Ⅰ. 기본요구자본,2023.3Q,26890,,,,
KR0005,흥국화재,650,손해보험,15,Ⅰ. 기본요구자본,2023.2Q,26082,,,,
KR0005,흥국화재,650,손해보험,15,Ⅰ. 기본요구자본,2023.1Q,26697,,,,
KR0005,흥국화재,650,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,5755,,,,
KR0005,흥국화재,650,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.4Q,5847,,,,
KR0005,흥국화재,650,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.3Q,5606,,,,
KR0005,흥국화재,650,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.3Q,6380,,,,
KR0005,흥국화재,650,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.2Q,6951,,,,
KR0005,흥국화재,650,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,7750,,,,
KR0005,흥국화재,650,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,19202,,,,
KR0005,흥국화재,650,손해보험,17,1. 생명장기손해보험위험액,2024.4Q,19348,,,,
KR0005,흥국화재,650,손해보험,17,1. 생명장기손해보험위험액,2024.3Q,19755,,,,
KR0005,흥국화재,650,손해보험,17,1. 생명장기손해보험위험액,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,17,1. 생명장기손해보험위험액,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,17,1. 생명장기손해보험위험액,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,17,1. 생명장기손해보험위험액,2023.3Q,22577,,,,
KR0005,흥국화재,650,손해보험,17,1. 생명장기손해보험위험액,2023.2Q,21069,,,,
KR0005,흥국화재,650,손해보험,17,1. 생명장기손해보험위험액,2023.1Q,20804,,,,
KR0005,흥국화재,650,손해보험,18,2. 일반손해보험위험액,2025.1Q,775,,,,
KR0005,흥국화재,650,손해보험,18,2. 일반손해보험위험액,2024.4Q,738,,,,
KR0005,흥국화재,650,손해보험,18,2. 일반손해보험위험액,2024.3Q,730,,,,
KR0005,흥국화재,650,손해보험,18,2. 일반손해보험위험액,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,18,2. 일반손해보험위험액,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,18,2. 일반손해보험위험액,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,18,2. 일반손해보험위험액,2023.3Q,723,,,,
KR0005,흥국화재,650,손해보험,18,2. 일반손해보험위험액,2023.2Q,722,,,,
KR0005,흥국화재,650,손해보험,18,2. 일반손해보험위험액,2023.1Q,715,,,,
KR0005,흥국화재,650,손해보험,19,3. 시장위험액,2025.1Q,5293,,,,
KR0005,흥국화재,650,손해보험,19,3. 시장위험액,2024.4Q,5375,,,,
KR0005,흥국화재,650,손해보험,19,3. 시장위험액,2024.3Q,4606,,,,
KR0005,흥국화재,650,손해보험,19,3. 시장위험액,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,19,3. 시장위험액,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,19,3. 시장위험액,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,19,3. 시장위험액,2023.3Q,5798,,,,
KR0005,흥국화재,650,손해보험,19,3. 시장위험액,2023.2Q,6934,,,,
KR0005,흥국화재,650,손해보험,19,3. 시장위험액,2023.1Q,8132,,,,
KR0005,흥국화재,650,손해보험,20,4. 신용위험액,2025.1Q,2628,,,,
KR0005,흥국화재,650,손해보험,20,4. 신용위험액,2024.4Q,2757,,,,
KR0005,흥국화재,650,손해보험,20,4. 신용위험액,2024.3Q,3009,,,,
KR0005,흥국화재,650,손해보험,20,4. 신용위험액,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,20,4. 신용위험액,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,20,4. 신용위험액,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,20,4. 신용위험액,2023.3Q,3086,,,,
KR0005,흥국화재,650,손해보험,20,4. 신용위험액,2023.2Q,3218,,,,
KR0005,흥국화재,650,손해보험,20,4. 신용위험액,2023.1Q,3704,,,,
KR0005,흥국화재,650,손해보험,21,5. 운영위험액,2025.1Q,1222,,,,
KR0005,흥국화재,650,손해보험,21,5. 운영위험액,2024.4Q,1122,,,,
KR0005,흥국화재,650,손해보험,21,5. 운영위험액,2024.3Q,1457,,,,
KR0005,흥국화재,650,손해보험,21,5. 운영위험액,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,21,5. 운영위험액,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,21,5. 운영위험액,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,21,5. 운영위험액,2023.3Q,1087,,,,
KR0005,흥국화재,650,손해보험,21,5. 운영위험액,2023.2Q,1089,,,,
KR0005,흥국화재,650,손해보험,21,5. 운영위험액,2023.1Q,1092,,,,
KR0005,흥국화재,650,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,5356,,,,
KR0005,흥국화재,650,손해보험,22,Ⅱ. 법인세조정액,2024.4Q,5381,,,,
KR0005,흥국화재,650,손해보험,22,Ⅱ. 법인세조정액,2024.3Q,5493,,,,
KR0005,흥국화재,650,손해보험,22,Ⅱ. 법인세조정액,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,22,Ⅱ. 법인세조정액,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,22,Ⅱ. 법인세조정액,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,22,Ⅱ. 법인세조정액,2023.3Q,6139,,,,
KR0005,흥국화재,650,손해보험,22,Ⅱ. 법인세조정액,2023.2Q,5331,,,,
KR0005,흥국화재,650,손해보험,22,Ⅱ. 법인세조정액,2023.1Q,5393,,,,
KR0005,흥국화재,650,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,174.03,,,,
KR0005,흥국화재,650,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.4Q,154.01,,,,
KR0005,흥국화재,650,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.3Q,162.3,,,,
KR0005,흥국화재,650,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.2Q,0,,,,
KR0005,흥국화재,650,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.1Q,0,,,,
KR0005,흥국화재,650,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.4Q,0,,,,
KR0005,흥국화재,650,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.3Q,160.73,,,,
KR0005,흥국화재,650,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.2Q,132.28,,,,
KR0005,흥국화재,650,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,132.28,,,,
KR0008,삼성화재해상보험,810,손해보험,1,가. 지급여력금액,2025.1Q,249135,,,,
KR0008,삼성화재해상보험,810,손해보험,1,가. 지급여력금액,2024.4Q,241639,,,,
KR0008,삼성화재해상보험,810,손해보험,1,가. 지급여력금액,2024.3Q,260028,,,,
KR0008,삼성화재해상보험,810,손해보험,1,가. 지급여력금액,2024.2Q,261326,,,,
KR0008,삼성화재해상보험,810,손해보험,1,가. 지급여력금액,2024.1Q,254242,,,,
KR0008,삼성화재해상보험,810,손해보험,1,가. 지급여력금액,2023.4Q,237622,,,,
KR0008,삼성화재해상보험,810,손해보험,1,가. 지급여력금액,2023.3Q,227007,,,,
KR0008,삼성화재해상보험,810,손해보험,1,가. 지급여력금액,2023.2Q,229614,,,,
KR0008,삼성화재해상보험,810,손해보험,1,가. 지급여력금액,2023.1Q,213690,,,,
KR0008,삼성화재해상보험,810,손해보험,2,기본자본,2025.1Q,148240,,,,
KR0008,삼성화재해상보험,810,손해보험,2,기본자본,2024.4Q,142495,,,,
KR0008,삼성화재해상보험,810,손해보험,2,기본자본,2024.3Q,161064,,,,
KR0008,삼성화재해상보험,810,손해보험,2,기본자본,2024.2Q,163334,,,,
KR0008,삼성화재해상보험,810,손해보험,2,기본자본,2024.1Q,158784,,,,
KR0008,삼성화재해상보험,810,손해보험,2,기본자본,2023.4Q,146989,,,,
KR0008,삼성화재해상보험,810,손해보험,2,기본자본,2023.3Q,137845,,,,
KR0008,삼성화재해상보험,810,손해보험,2,기본자본,2023.2Q,135855,,,,
KR0008,삼성화재해상보험,810,손해보험,2,기본자본,2023.1Q,126210,,,,
KR0008,삼성화재해상보험,810,손해보험,3,보완자본,2025.1Q,100895,,,,
KR0008,삼성화재해상보험,810,손해보험,3,보완자본,2024.4Q,99144,,,,
KR0008,삼성화재해상보험,810,손해보험,3,보완자본,2024.3Q,98964,,,,
KR0008,삼성화재해상보험,810,손해보험,3,보완자본,2024.2Q,97992,,,,
KR0008,삼성화재해상보험,810,손해보험,3,보완자본,2024.1Q,95458,,,,
KR0008,삼성화재해상보험,810,손해보험,3,보완자본,2023.4Q,90633,,,,
KR0008,삼성화재해상보험,810,손해보험,3,보완자본,2023.3Q,89162,,,,
KR0008,삼성화재해상보험,810,손해보험,3,보완자본,2023.2Q,93760,,,,
KR0008,삼성화재해상보험,810,손해보험,3,보완자본,2023.1Q,87480,,,,
KR0008,삼성화재해상보험,810,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,249798,,,,
KR0008,삼성화재해상보험,810,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.4Q,250447,,,,
KR0008,삼성화재해상보험,810,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.3Q,260801,,,,
KR0008,삼성화재해상보험,810,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.2Q,262158,,,,
KR0008,삼성화재해상보험,810,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.1Q,255141,,,,
KR0008,삼성화재해상보험,810,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.4Q,245368,,,,
KR0008,삼성화재해상보험,810,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.3Q,228202,,,,
KR0008,삼성화재해상보험,810,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.2Q,230858,,,,
KR0008,삼성화재해상보험,810,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,214911,,,,
KR0008,삼성화재해상보험,810,손해보험,5,1. 보통주,2025.1Q,6126,,,,
KR0008,삼성화재해상보험,810,손해보험,5,1. 보통주,2024.4Q,6126,,,,
KR0008,삼성화재해상보험,810,손해보험,5,1. 보통주,2024.3Q,6126,,,,
KR0008,삼성화재해상보험,810,손해보험,5,1. 보통주,2024.2Q,6126,,,,
KR0008,삼성화재해상보험,810,손해보험,5,1. 보통주,2024.1Q,6126,,,,
KR0008,삼성화재해상보험,810,손해보험,5,1. 보통주,2023.4Q,6126,,,,
KR0008,삼성화재해상보험,810,손해보험,5,1. 보통주,2023.3Q,6126,,,,
KR0008,삼성화재해상보험,810,손해보험,5,1. 보통주,2023.2Q,6126,,,,
KR0008,삼성화재해상보험,810,손해보험,5,1. 보통주,2023.1Q,6126,,,,
KR0008,삼성화재해상보험,810,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,73,,,,
KR0008,삼성화재해상보험,810,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.4Q,73,,,,
KR0008,삼성화재해상보험,810,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.3Q,73,,,,
KR0008,삼성화재해상보험,810,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.2Q,73,,,,
KR0008,삼성화재해상보험,810,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.1Q,73,,,,
KR0008,삼성화재해상보험,810,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.4Q,73,,,,
KR0008,삼성화재해상보험,810,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.3Q,73,,,,
KR0008,삼성화재해상보험,810,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.2Q,73,,,,
KR0008,삼성화재해상보험,810,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,73,,,,
KR0008,삼성화재해상보험,810,손해보험,7,3. 이익잉여금,2025.1Q,135110,,,,
KR0008,삼성화재해상보험,810,손해보험,7,3. 이익잉여금,2024.4Q,136704,,,,
KR0008,삼성화재해상보험,810,손해보험,7,3. 이익잉여금,2024.3Q,134655,,,,
KR0008,삼성화재해상보험,810,손해보험,7,3. 이익잉여금,2024.2Q,129110,,,,
KR0008,삼성화재해상보험,810,손해보험,7,3. 이익잉여금,2024.1Q,122996,,,,
KR0008,삼성화재해상보험,810,손해보험,7,3. 이익잉여금,2023.4Q,122792,,,,
KR0008,삼성화재해상보험,810,손해보험,7,3. 이익잉여금,2023.3Q,120624,,,,
KR0008,삼성화재해상보험,810,손해보험,7,3. 이익잉여금,2023.2Q,116303,,,,
KR0008,삼성화재해상보험,810,손해보험,7,3. 이익잉여금,2023.1Q,110069,,,,
KR0008,삼성화재해상보험,810,손해보험,8,4. 자본조정,2025.1Q,-14872,,,,
KR0008,삼성화재해상보험,810,손해보험,8,4. 자본조정,2024.4Q,-14872,,,,
KR0008,삼성화재해상보험,810,손해보험,8,4. 자본조정,2024.3Q,-14872,,,,
KR0008,삼성화재해상보험,810,손해보험,8,4. 자본조정,2024.2Q,-14872,,,,
KR0008,삼성화재해상보험,810,손해보험,8,4. 자본조정,2024.1Q,-14872,,,,
KR0008,삼성화재해상보험,810,손해보험,8,4. 자본조정,2023.4Q,-14872,,,,
KR0008,삼성화재해상보험,810,손해보험,8,4. 자본조정,2023.3Q,-14872,,,,
KR0008,삼성화재해상보험,810,손해보험,8,4. 자본조정,2023.2Q,-14872,,,,
KR0008,삼성화재해상보험,810,손해보험,8,4. 자본조정,2023.1Q,-14872,,,,
KR0008,삼성화재해상보험,810,손해보험,9,5. 기타포괄손익누계액,2025.1Q,24068,,,,
KR0008,삼성화재해상보험,810,손해보험,9,5. 기타포괄손익누계액,2024.4Q,24182,,,,
KR0008,삼성화재해상보험,810,손해보험,9,5. 기타포괄손익누계액,2024.3Q,32248,,,,
KR0008,삼성화재해상보험,810,손해보험,9,5. 기타포괄손익누계액,2024.2Q,43221,,,,
KR0008,삼성화재해상보험,810,손해보험,9,5. 기타포괄손익누계액,2024.1Q,44797,,,,
KR0008,삼성화재해상보험,810,손해보험,9,5. 기타포괄손익누계액,2023.4Q,43565,,,,
KR0008,삼성화재해상보험,810,손해보험,9,5. 기타포괄손익누계액,2023.3Q,32991,,,,
KR0008,삼성화재해상보험,810,손해보험,9,5. 기타포괄손익누계액,2023.2Q,34875,,,,
KR0008,삼성화재해상보험,810,손해보험,9,5. 기타포괄손익누계액,2023.1Q,27111,,,,
KR0008,삼성화재해상보험,810,손해보험,10,6. 비지배지분,2025.1Q,356,,,,
KR0008,삼성화재해상보험,810,손해보험,10,6. 비지배지분,2024.4Q,352,,,,
KR0008,삼성화재해상보험,810,손해보험,10,6. 비지배지분,2024.3Q,323,,,,
KR0008,삼성화재해상보험,810,손해보험,10,6. 비지배지분,2024.2Q,318,,,,
